slug,title_en,title_ru,recovery_status,set_slugs
stick-figure,Stick Figure,Палковник,full_page,clerical-errors
stick-that-clouds-mens-minds,Stick That Clouds Men's Minds,"Посох, Туманящий Разум",full_page,munchkin-fu
stick-to-human-boots,Stick to Human Boots /,,full_page,axe-cop|munchkin-axe-cop
sticker-ichor,Sticker Ichor,Клеевой гной,full_page,munchkin-cthulhu
sticky-head,Sticky Head /,,full_page,the-unspeakable-vault
stiletto,Stiletto /,,full_page,munchkin-impossible
still-more-wimpy-thugs,Still More Wimpy Thugs,Возвращение подонков,full_page,super-munchkin
stilts,Stilts /,,full_page,jump-the-shark
stock-market-crash,Stock Market Crash,Катастрофа! Биржевой коллапс,full_page,apocalypse|munchkin-apocalypse
stolen-by-fairies,Stolen by Fairies,Унесённый феями,set_listing_only,munchkin-princesses
stolen-nuclear-weapon,Stolen Nuclear Weapon /,,full_page,munchkin-impossible
stomach-fu,Stomach Fu,,set_listing_only,monky-business
stoned-golem,Stoned Golem,Обдолбанный голем,full_page,munchkin
stop-sign,Stop Sign,"Знак ""Стоп""",full_page,munchkin-zombies
stovepipe-hat,Stovepipe Hat /,,full_page,the-good-the-bad-and-the-munchkin
straight-razor,Straight Razor /,,full_page,the-good-the-bad-and-the-munchkin
strangling-cord-of-eternal-friendship,Strangling Cord of Eternal Friendship,Задушечная Струна Вечной Дружбы,full_page,munchkin-fu
strategically-placed-ribbons,Strategically Placed Ribbons,Ленточки в нужных местах,full_page,the-clown-wars
straw-hat,Straw Hat /,,full_page,call-of-cowthulhu
street-beggar,Street Beggar,Попрошайка,full_page,munchkin-fu
street-catapults,Street Catapults /,,full_page,axe-cop|munchkin-axe-cop
street-cone,Street Cone /,,full_page,axe-cop|munchkin-axe-cop
street-gang,Street Gang,Уличная банда,full_page,sheep-impact
street-preacher,Street Preacher,Уличный проповедник,full_page,sheep-impact
stretchiness,Stretchiness,Растяжимость,full_page,super-munchkin
stripped-gear,Stripped Gear!,Порвалась бретелька,full_page,munchkin-steampunk
strix,Strix,Стрикс,set_listing_only,munchkin-pathfinder
strong,Strong,Мощный,full_page,armed-and-dangerous|munchkin-zombies
struck-a-reef,Struck a Reef! /,,full_page,jump-the-shark
stuck-in-the-chimney,Stuck in the Chimney /,,full_page,reindeer-games
stunt-double,Stunt Double,Двойной Удар,full_page,munchkin-fu
stupid-rhino-head,Stupid Rhino Head /,,full_page,axe-cop|munchkin-axe-cop
stupidity-field,Stupidity Field,Поле Глупости,full_page,star-munchkin
stygian,Stygian /,,full_page,munchkin-conan
stygian-girdle,Stygian Girdle /,,full_page,munchkin-conan
stygian-staff,Stygian Staff /,,full_page,munchkin-conan
stygian-talons,Stygian Talons /,,full_page,conan-the-barbarian
style-gaki,Style Gaki,Гаки Стиля,full_page,munchkin-fu
stylishly-dressed,Stylishly Dressed /,,full_page,pants-macabre
styx-stones,Styx Stones,Камни Стикса,full_page,munchkin-legends
subcrustal-petard,Subcrustal Petard,Подковёрная бомбардировка,full_page,munchkin-steampunk
submachine-gun,Submachine Gun /,,full_page,munchkin-impossible
submarine,Submarine /,,full_page,fish-ships
submarine-sandwich-gun,Submarine Sandwich Gun /,,full_page,munchkin-impossible
subterranean-shoe-store-of-shub-niggurath,Subterranean Shoe Store of Shub-Niggurath /,,full_page,crazed-caverns
subtitles,Subtitles,Субтитры,full_page,munchkin-fu
suction-sneakers,Suction Sneakers,Присоскеды,full_page,super-munchkin
sudden-head-blow,Sudden Head Blow,Резкий удар по голове,full_page,call-of-cowthulhu|munchkin-cthulhu|the-unspeakable-vault
sugar-plum-furry,Sugar Plum Furry /,,full_page,munchkin-naughty-nice|naughty-nice
sullen-in-laws,Sullen In-Laws,Суровые родичи,full_page,the-narrow-s-cape
summon-horde,Summon Horde /,,full_page,munchkinomicon
summon-the-book,Summon the Book /,,full_page,munchkinomicon
summoner,Summoner,Заклинатель,full_page,munchkin-pathfinder
sun-orchid-elixir,Sun Orchid Elixir,Эликсир солнечной орхидеи,full_page,munchkin-pathfinder
sun-picking-up-gloves,Sun Picking Up Gloves /,,full_page,axe-cop|munchkin-axe-cop
sun-tan,Sun Tan,,set_listing_only,monky-business
sunbeam,Sunbeam,Луч солнца,full_page,munchkin-bites
sundae-dress,Sundae Dress /,,full_page,munchkin-easter-eggs
sunday-bonnet,Sunday Bonnet /,,full_page,beating-a-dead-horse
super-certificate,Super Certificate,Суперкупон,full_page,the-narrow-s-cape
super-cheat,Super Cheat!,Супер-чит!,full_page,super-munchkin|the-narrow-s-cape
super-duper-munchkin,Super Duper Munchkin,Супер-Пупер Манчкин,full_page,cheat-with-both-hands
super-duper-pooper-scooper,Super Duper Pooper Scooper /,,full_page,call-of-cowthulhu
super-hoard,Super Hoard,"Ура, клад!",full_page,munchkin-promo
super-lion-pig,Super Lion Pig /,,full_page,axe-cop|munchkin-axe-cop
super-munchkin,Super Munchkin,Суперманчкин,full_page,apocalypse|axe-cop|beating-a-dead-horse|call-of-cowthulhu|cheat-with-both-hands|clerical-errors|de-ranged|diplomatic-impunity|half-horse-will-travel|its-a-dungeon-crawl|jump-the-shark|monky-business|moops-monster-mashup|munchkin|munchkin-adventure-time|munchkin-apocalypse|munchkin-axe-cop|munchkin-booty|munchkin-conan|munchkin-cthulhu|munchkin-fu|munchkin-impossible|munchkin-legends|munchkin-oz|munchkin-pathfinder|munchkin-steampunk|munchkin-the-nightmare-before-christmas|myth-prints|sheep-impact|star-munchkin|super-munchkin|the-clown-wars|the-good-the-bad-and-the-munchkin|the-narrow-s-cape|the-need-for-steed|the-unspeakable-vault|unnatural-axe
super-serum,Super-Serum,Супер-Сыворотка,full_page,star-munchkin
super-serum-0,Super Serum,Супер Сыворотка,full_page,super-munchkin
super-shield,Super Shield,Супер Щит,full_page,super-munchkin
super-sized,Super-Sized,Супер размер,full_page,the-narrow-s-cape
super-speed,Super-Speed,Супер-скорость,full_page,super-munchkin
super-spy,Super-Spy /,,full_page,munchkin-impossible
superior-doubletalk,Superior Doubletalk,Двойные стандарты,full_page,munchkin-steampunk
support-gm-with-bogus-science,Support GM With Bogus Science,Лженаучный треп в поддержку Мастера,full_page,star-munchkin
suppressor-field,Suppressor Field,Ловушка! Поле подавления,full_page,the-clown-wars
surly-oafs,Surly Oafs,Неотёсанные олухи,full_page,munchkin-steampunk
surprise-proof-armor,Surprise-Proof Armor /,,full_page,axe-cop|munchkin-axe-cop
surprised,Surprised! /,,full_page,axe-cop|munchkin-axe-cop
survival-manual,Survival Manual,Учебник по выживанию,full_page,sheep-impact
survival-nuts,Survival Nuts,Получи на орехи,full_page,sheep-impact
survival-school,Survival School,Школа выживания,full_page,apocalypse|munchkin-apocalypse
survival-tool,Survival Tool,Выживастер,full_page,apocalypse|munchkin-apocalypse
survivalist,Survivalist,Спец по выживанию,full_page,armed-and-dangerous
survive-ragnarok,Survive Ragnarok,Переживи Рагнарёк,full_page,munchkin-legends
sushi-knife-of-doom,Sushi Knife of Doom,Суши-нож Судьбы,full_page,munchkin-cthulhu
sushi-of-the-ancestors,Sushi of the Ancestors!,,set_listing_only,monky-business
suspended-animation,Suspended Animation,Подвешенное состояние,full_page,the-clown-wars
suspiciously-simple-portal,Suspiciously Simple Portal /,,full_page,terrible-tombs
sustainable-vlogging,Sustainable Vlogging,Веди свой блог с незапамятных времён,full_page,munchkin-hipsters
swallow-the-leader,Swallow the Leader,Иди за вождём,full_page,munchkin-zombies
swamp-demon,Swamp Demon /,,full_page,munchkin-conan
swill,Swill,Сивуха,full_page,munchkin-booty
swimming-helicopter,Swimming Helicopter /,,full_page,munchkin-impossible
swine-flu,Swine Flu,Катастрофа! Птичья свинка,full_page,sheep-impact
swing-from-the-rigging,Swing from the Rigging,"На абордаж, орлы!",full_page,munchkin-booty
swishy-swash-hat,Swishy Swash Hat,Сногсшибательная шляпа,full_page,munchkin-booty
swiss-army-glove,Swiss Army Glove,,set_listing_only,munchkin-tricky-treats
swiss-army-knife,Swiss Army Knife /,,full_page,munchkin-impossible
swiss-army-polearm,Swiss Army Polearm,Швейцарская армейская алебарда,full_page,munchkin
switch-character-sheets,Switch Character Sheets,Махнись персонажами,full_page,unnatural-axe
switcheroo,Switcheroo /,,full_page,monster-enhancers
swivel-gun,Swivel Gun,Станковый фальконет,full_page,munchkin-booty
sword-of-beheading-people-just-like-in-that-movie,Sword of Beheading People Just Like In That Movie,Меч обезглавливания людей прям как в том кино,full_page,munchkin-bites
sword-of-corin,Sword of Corin /,,full_page,conan-the-barbarian
sword-of-khalar-zym,Sword of Khalar Zym /,,full_page,conan-the-barbarian
sword-of-slaying-everything-except-squid,Sword of Slaying Everything Except Squid,"Меч Убиения Всего и Вся, кроме Кальмаров",full_page,unnatural-axe
sword-of-the-phoenix,Sword of the Phoenix /,,full_page,munchkin-conan
sylph-preservation,Sylph Preservation /,,full_page,fairy-dust|munchkin-fairy-dust
symbiotic-partner,Symbiotic Partner,Симбионт-Партнер,full_page,star-munchkin
t-bone-stake,T-Bone Stake,Тромбон с приколом,set_listing_only,munchkin-pathfinder
t-ceremony,T Ceremony,,set_listing_only,monky-business
tackyman,Tackyman,Безвкусмен,full_page,the-narrow-s-cape
tactical,Tactical,Тактическое,full_page,apocalypse|munchkin-apocalypse
tailgun,Tailgun,Хвоствол,full_page,star-munchkin
tainted,Tainted /,,full_page,call-of-cowthulhu
take-a-flesh-wound,Take a Flesh Wound,Кость не задета,full_page,munchkin-legends
take-me-take-me,Take Me! Take Me!,Выбери меня!,full_page,clerical-errors
take-off-five-years-for-training,Take Off Five Years For Training,Пять Долгих Лет Усердных Тренировок,full_page,munchkin-fu
take-the-good-with-the-bad,Take the Good with the Bad,Нет худа без добра,full_page,half-horse-will-travel
talking-car,Talking Car,Говорящая тачка,full_page,super-munchkin
talking-potion,Talking Potion,Зелье Болтливости,full_page,the-need-for-steed
tall-hot-girl,Tall Hot Girl /,,full_page,munchkin-the-guild
tannenbomb,Tannenbomb /,,full_page,munchkin-naughty-nice|naughty-nice
tar-and-feathers,Tar and Feathers /,,full_page,beating-a-dead-horse
tarantula,Tarantula /,,full_page,beating-a-dead-horse
target-practice,Target Practice,Тренируйся на банках,full_page,munchkin-cthulhu
targeting-array,Targeting Array,Система Наведения,full_page,star-munchkin
tastes-like-chicken,Tastes Like Chicken! /,,full_page,munchkin-conan
tastes-like-chicken-0,Tastes Like Chicken,На вкус как курица,full_page,armed-and-dangerous
tasty-pie,Tasty Pie,Ароматерный пирог,full_page,clerical-errors
tattoo-removal,Tattoo Removal /,,full_page,pants-macabre
tavern-of-the-dead,Tavern of the Dead /,,full_page,hideous-hideouts
tax-man,Tax Man,Налоговик,full_page,munchkin-zombies
tchoo-tchoo-people,Tchoo-Tchoo People,Кочугарный люд,full_page,munchkin-cthulhu
team-spirit,Team Spirit,,set_listing_only,munchkin-undead
tear-gas,Tear Gas,Слезоточивый газ,full_page,apocalypse|munchkin-apocalypse
techno,Techno,Технарь,full_page,super-munchkin|the-narrow-s-cape
technobabble,Technobabble,Технобредни,full_page,the-clown-wars
teddy-bear,Teddy Bear,Плюшевый мишка,full_page,unnatural-axe
teen-werewolf,Teen Werewolf /,,full_page,munchkin-tricky-treats
teeny-tiny-tim,Teeny Tiny Tim /,,full_page,reindeer-games
teeny-weeny,Teeny Weeny /,,full_page,the-unspeakable-vault
teflon-coated,Teflon-Coated,С Тефлоновым Покрытием,full_page,cheat-with-both-hands
tele-visual-reception-apparatus,Tele-Visual Reception Apparatus,Телевизионный сигналоприёмный прибор,full_page,munchkin-steampunk
telegraph-your-punch,Telegraph Your Punch,Напал столбняк,full_page,munchkin-steampunk
telemarketer,Telemarketer,Телефонный спамер,full_page,de-ranged
telepathic,Telepathic,Телепатический,full_page,the-clown-wars
teleport,Teleport!,Телепорт!,full_page,demented-dungeon|demented-dungeons
teleportation,Teleportation,Телепортация,full_page,super-munchkin
telescope,Telescope,Телескоп,full_page,sheep-impact
telescope-gun-cop,Telescope Gun Cop /,,full_page,axe-cop|munchkin-axe-cop
television,Television,Телепривидение,full_page,cheat-with-both-hands
telezapinator,Telezapinator,Дально-застрелитель,full_page,super-munchkin
tell-the-president,Tell The President,Расскажи президенту,full_page,munchkin-cthulhu
temporary-amnesia,Temporary Amnesia,Временная амнезия,full_page,clerical-errors
temporary-respite,Temporary Respite,Временное затишье,full_page,apocalypse|munchkin-apocalypse
ten-gallon-hat,Ten-Gallon Hat /,,full_page,the-good-the-bad-and-the-munchkin
ten-inch-tacks,Ten Inch Tacks /,,full_page,pants-macabre
tengu,Tengu,Тэнгу,set_listing_only,munchkin-pathfinder
tentacle,Tentacle,Щупальце,full_page,munchkin-cthulhu
tentacle-demon,Tentacle Demon,Щупальцестый демон,full_page,unnatural-axe
tequila-mockingbird,Tequila Mockingbird,Упитый пересмешник,full_page,clerical-errors
tergiversation,Tergiversation /,,full_page,pants-macabre
terrorize-entire-city,Terrorize Entire City,Терроризируй весь город,full_page,munchkin-bites
teuton-horn,Teuton Horn,Тевтонский рог,full_page,munchkin-legends
thak,Thak /,,full_page,munchkin-conan
thar-be-blood-in-th-water,Thar Be Blood in th' Water!,Кровавый прибой!,full_page,munchkin-booty
that-gecko-on-the-telly,That Gecko on the Telly,Геккон по ящику,full_page,half-horse-will-travel
that-turns-into-a-giant-snake,...That Turns Into A Giant Snake /,,full_page,munchkin-conan
thaug,Thaug /,,full_page,munchkin-conan
the-abdominal-snowman,The Abdominal Snowman,Снегодяй,full_page,munchkin-legends
the-annual-bath,The Annual Bath /,,full_page,the-good-the-bad-and-the-munchkin
the-anti-chris,The Anti-Chris,Враг православия,full_page,sheep-impact
the-arch-foe,The Arch-Foe,Архивраг,full_page,the-narrow-s-cape
the-big-boss,The Big Boss,Большой босс,full_page,super-munchkin
the-big-chase-scene,The Big Chase Scene,,set_listing_only,monky-business
the-black-spot,The Black Spot /,,full_page,jump-the-shark
the-bodiless,The Bodiless,Бестельники,full_page,munchkin-cthulhu
the-borrower-from-beneath,The Borrower From Beneath,Подзаёмщик из подземелья,full_page,munchkin-cthulhu
the-botanical-guardian,The Botanical Guardian,Ботанический гад,full_page,the-narrow-s-cape
the-brothers-grimm,The Brothers Grimm,Братья Гримм,full_page,de-ranged
the-burning-deck,The Burning Deck /,,full_page,terrible-tombs
the-chameleon,The Chameleon,Хамелеон,full_page,the-narrow-s-cape
the-cheese-of-evil,The Cheese of Evil,Сыр Зла,full_page,the-clown-wars
the-chosen-one,The Chosen One,Избранный,full_page,apocalypse|munchkin-apocalypse
the-churninator,The Churninator /,,full_page,call-of-cowthulhu
the-claw,The Claw,Клешня,full_page,the-clown-wars
the-cowl,The Cowl,Косова,full_page,super-munchkin
the-cruller-out-of-space,The Cruller Out Of Space,Круассасин извне,full_page,munchkin-cthulhu
the-darkness,The Darkness,Тьма,full_page,munchkin-bites
the-dead-sea-trolls,The Dead Sea Trolls,Мёртвоморские тролли,full_page,clerical-errors
the-dragon-lady,The Dragon Lady,Владычица Драконов,full_page,munchkin-fu
the-dreamlands,The Dreamlands /,,full_page,crazed-caverns
the-dungeon-casino,The Dungeon Casino,Казино подземейцев,full_page,clerical-errors
the-dunwich-snorer,The Dunwich Snorer,Храпун Данвича,full_page,munchkin-cthulhu
the-dweller,The Dweller /,,full_page,conan-the-barbarian
the-eighth-dwarf,The Eighth Dwarf,Восьмой гном,set_listing_only,munchkin-princesses
the-ether-bunny,The Ether Bunny,Эфирный кролик,full_page,the-need-for-steed
the-evil,The Evil /,,full_page,pants-macabre
the-evil-eye,The Evil Eye,Око Зла,full_page,the-need-for-steed
the-ex-men,The Ex-Men,Экс-парни,full_page,the-narrow-s-cape
the-eyeful-tower,The Eyeful Tower,Глазейфелева башня,full_page,munchkin-steampunk
the-eyes-of-texas,The Eyes of Texas /,,full_page,beating-a-dead-horse
the-faceless-army,The Faceless Army,Войско безликих,full_page,super-munchkin
the-fairy-godfather,The Fairy Godfather,Крёстный фей,full_page,the-need-for-steed
the-fandom-menace,The Fandom Menace,Фэндомная угроза,full_page,super-munchkin
the-fickle-finger-of-fate,The Fickle Finger of Fate,Переменчивый перст провидения,full_page,munchkin-legends
the-flasher,The Flasher,Маячило,full_page,super-munchkin
the-fleshreaper,The Fleshreaper /,,full_page,munchkin-penny-arcade|penny-arcade
the-four-horsies-of-the-apocalypse,The Four Horsies of the Apocalypse,Четыре коняшки Апокалипсиса,full_page,apocalypse|munchkin-apocalypse
the-ghost-of-george-washington,The Ghost of George Washington,Призрак Джорджа Вашингтона,full_page,apocalypse|munchkin-apocalypse
the-god-in-the-bowl,The God in the Bowl /,,full_page,munchkin-conan
the-gods-reward-lameness,The Gods Reward Lameness,Боги помогают убогим,full_page,demented-dungeon|demented-dungeons
the-goose-that-lays-the-golden-eggs,The Goose That Lays The Golden Eggs,"Гусыня, которая несёт золотые яйца",full_page,munchkin-legends
the-green-knight,The Green Knight,Зелёный рыцарь,full_page,munchkin-legends
the-grim-roper,The Grim Roper /,,full_page,the-good-the-bad-and-the-munchkin
the-gyroscopic-pharaoh,The Gyroscopic Pharaoh,Гироскопичный фараон,full_page,munchkin-steampunk
the-hand-of-fate,The Hand of Fate,Рука судьбы,full_page,de-ranged
the-hare-of-babylon,The Hare of Babylon,Вавилонский кролюха,full_page,apocalypse|munchkin-apocalypse
the-house-of-cards,The House of Cards /,,full_page,terrible-tombs
the-impersonator,The Impersonator,Подражатель,full_page,super-munchkin
the-kevinator,The Kevinator /,,full_page,munchkin-the-guild
the-king-in-pink,The King in Pink,Король в розовом,full_page,munchkin-cthulhu
the-last-laugh,The Last Laugh,Кто смеётся последним,full_page,munchkin-promo
the-light-that-evildoers-fear,The Light That Evildoers Fear,"Источник света, разгоняющий зло",full_page,super-munchkin
the-little-death,The Little Death /,,full_page,pants-macabre
the-loan-arranger,The Loan Arranger /,,full_page,the-good-the-bad-and-the-munchkin
the-man,The Man,Начальник,full_page,munchkin-hipsters
the-mighty-germ,The Mighty Germ,Могучий микроб,full_page,unnatural-axe
the-mole,The Mole /,,full_page,munchkin-impossible
the-monkey-house,The Monkey House /,,full_page,terrible-tombs
the-most-fiendish-trap-of-all,The Most Fiendish Trap Of All!,Ловушка! Самая гнусная ловушка из всех!,full_page,the-clown-wars
the-occasionally-reliable-amulet,The Occasionally Reliable Amulet,Временами надёжный амулет,full_page,clerical-errors
the-office-down-the-hall,The Office Down the Hall /,,full_page,hideous-hideouts
the-old-fashioned-way-that-nobody-knows,The Old Fashioned Way That Nobody Knows /,,full_page,axe-cop|munchkin-axe-cop
the-old-mine-shaft,The Old Mine Shaft /,,full_page,the-good-the-bad-and-the-munchkin
the-old-world-is-gone,The Old World Is Gone,Старого мира больше нет,full_page,munchkin-bites
the-other-ring,The Other Ring,Другое Кольцо,full_page,clerical-errors
the-prim-reaper,The Prim Reaper /,,full_page,munchkin-tricky-treats
the-professor,The Professor,Профессор,full_page,the-clown-wars
the-punster,The Punster,Острослов,full_page,super-munchkin
the-queen-of-england,The Queen Of England /,,full_page,axe-cop|munchkin-axe-cop
the-shadow-nose,The Shadow Nose,Теневой Нос,full_page,unnatural-axe
the-slippery-swap,The Slippery Swap /,,full_page,munchkinomicon
the-smoke-that-strangles,The Smoke That Strangles /,,full_page,munchkin-conan
the-snerks,The Snerks,Шнурки,full_page,de-ranged
the-spaminator,The Spaminator,Спаминатор,full_page,super-munchkin
the-stars-are-confused,The Stars Are Confused,Смятение звёзд,full_page,munchkin-cthulhu
the-stars-are-right,The Stars Are Right,Порядок звёзд,full_page,munchkin-cthulhu
the-stars-are-wrong,The Stars Are Wrong,Беспорядок звёзд,full_page,munchkin-cthulhu
the-stork,The Stork,Аист,full_page,munchkin-legends
the-thawed-reich,The Thawed Reich,Гитлеровские разморозки,full_page,sheep-impact
the-three-munchketeers,The Three Munchketeers,Три манчкитёра,full_page,de-ranged
the-tinfoil-chef,The Tinfoil Chef,Безумный повар,full_page,the-narrow-s-cape
the-trapmaster,The Trapmaster,Мастер ловушек,full_page,the-narrow-s-cape
the-universe-hates-you,The Universe Hates You!,Весь мир против тебя,full_page,munchkin-bites
the-unpronounceable-evil,The Unpronounceable Evil,Невыговариваемое зло,full_page,munchkin-cthulhu
the-vaults-of-omigoshgolli,The Vaults of Omigoshgolli /,,full_page,munchkinomicon
the-wicked-witch-of-the-midwest,The Wicked Witch of the Midwest,Злая ведьма Среднего Запада,full_page,munchkin-legends
the-wight-stuff,The Wight Stuff,,set_listing_only,munchkin-undead
the-world-of-munchkin,The World of Munchkin /,,full_page,terrible-tombs
the-wraith-of-khan,The Wraith of Khan,Призрак Хана,full_page,de-ranged
theme-music,Theme Music,Тема Героя,full_page,cheat-with-both-hands
theo-d’olite,Theo D’Olite,Тео Д’Олит,full_page,munchkin-steampunk
there-can-be-only-one-and-its-me,"There Can Be Only One, and It's Me",Единственный и неповторимый,full_page,de-ranged
thesaurus,Thesaurus,Тезаурус,full_page,munchkin-bites
thicker-ichor,Thicker Ichor,Двойной гной,full_page,munchkin-cthulhu
thief,Thief,Вор,full_page,clerical-errors|munchkin|munchkin-conan|munchkin-legends|the-need-for-steed|unnatural-axe
thief-hireling,Thief Hireling,Вор-наёмничек,full_page,the-need-for-steed
thigh-boots,Thigh Boots,Ботфорты,full_page,munchkin-booty
thing-man-was-not-meant-to-know,Thing Man Was Not Meant To Know,"Существо, о котором не должны были знать мужчины",full_page,star-munchkin
thing-with-a-name-so-long-theres-no-room-for-a-picture-on-the-card,Thing With A Name So Long There's No Room For A Picture On the Card,"Тварь с таким длинным именем, что для картинки не хватило места на карте",full_page,unnatural-axe
this-path-is-closed-to-you,This Path Is Closed to You,Этот путь не для тебя,full_page,munchkin-legends
this-way-you-fools,"This Way, You Fools! /",,full_page,crazed-caverns
thog-the-ancient,Thog the Ancient /,,full_page,munchkin-conan
thorncrown-of-iomedae,Thorncrown of Iomedae,Терновый венец Иомедэй,set_listing_only,munchkin-pathfinder
thor’s-hammer,Thor’s Hammer,Молот Тора,full_page,munchkin-legends
thousand-year-egg,Thousand-Year Egg,Тысячелетнее Яйцо,full_page,munchkin-fu
threaten-to-switch-system,Threaten To Switch System,Угрожай сменить систему,full_page,clerical-errors
three-eyed-mutant,Three-Eyed Mutant,Трёхглазый мутант,full_page,apocalypse|munchkin-apocalypse
three-handed-sword,Three-Handed Sword,Трёхручный меч,full_page,de-ranged
three-more-wimpy-thugs,Three More Wimpy Thugs,Ещё трое подонков,full_page,the-narrow-s-cape
three-wise-guys,Three Wise Guys /,,full_page,santas-revenge
three-years-of-dirt,Three Years of Dirt,Три года в грязи по уши,full_page,munchkin-booty
three-years-of-hair,Three Years of Hair /,,full_page,jump-the-shark
three-years-of-ick,Three Years of ICK,Три года в грязи по колено,full_page,munchkin-booty
throwing-hat,Throwing Hat /,,full_page,munchkin-impossible
throwing-stars,Throwing Stars,Метательные Звезды,full_page,munchkin-fu
throwing-yourself-into-it,Throwing Yourself Into It /,,full_page,munchkinomicon
thrown-into-the-arena,Thrown Into the Arena!,Весь вечер на арене,full_page,munchkin-legends
tht-whch-hs-n-vwls,Tht Whch Hs N Vwls,Сщств бз глснх,full_page,munchkin-cthulhu
thumbtacks,Thumbtacks,Кнопки,full_page,munchkin-zombies
thunderbird,Thunderbird /,,full_page,the-good-the-bad-and-the-munchkin
thunderbolt,Thunderbolt,Громомолния,full_page,munchkin-legends
tiamutt,Tiamutt,Тявмат,full_page,apocalypse|munchkin-apocalypse
tiara-of-blinding,Tiara of Blinding,Ослепительная тиара,set_listing_only,munchkin-princesses
tidal-wave,Tidal Wave! /,,full_page,jump-the-shark
tidal-wave-0,Tidal Wave,Катастрофа! Бурный прилив,full_page,apocalypse|munchkin-apocalypse
tie-die,Tie Die /,,full_page,munchkin-easter-eggs
tiger-ghost,Tiger Ghost,Тигр-Призрак,full_page,munchkin-fu
tiger-shark,Tiger Shark /,,full_page,fish-ships
tiger-steed,Tiger Steed,Верховая тигра,full_page,the-need-for-steed
tiger-tattoo,Tiger Tattoo,,set_listing_only,monky-business
tikbalang,Tikbalang,Тикбаланг,full_page,half-horse-will-travel
time-flies,Time Flies,Неуловимо летящее время,full_page,munchkin-steampunk
time-warp,Time Warp,Петля Времени,full_page,star-munchkin
tindaloo,Tindaloo /,,full_page,the-unspeakable-vault
tinfoil-hat,Tinfoil Hat,Шапочка из фольги,full_page,unnatural-axe
tinfoil-socks,Tinfoil Socks,Носочки из фольги,full_page,apocalypse|munchkin-apocalypse
tinsel,Tinsel /,,full_page,reindeer-games
tiny-biting-robots,Tiny Biting Robots /,,full_page,axe-cop|munchkin-axe-cop
tiny-but-advanced-creatures,Tiny But Advanced Creatures,"Крохотные, но Высокоразвитые Существа",full_page,star-munchkin
tiny-hands,Tiny Hands,Крохотные ручки,full_page,unnatural-axe
tips-to-survive-the-zombie-apocalypse,Tips to Survive the Zombie Apocalypse,Справочник по выживанию среди зомби,full_page,munchkin-zombies
tire-iron,Tire Iron,Монтажка,full_page,apocalypse|munchkin-apocalypse
titan-of-industry,Titan of Industry,Титан индустрии,full_page,munchkin-steampunk
titanic,Titanic,Титанический,full_page,munchkin-legends
titanium-reinforced-hat,Titanium Reinforced Hat /,,full_page,munchkin-impossible
toe-fu,Toe Fu,Стоп-Фу,full_page,munchkin-fu
toe-shoes,Toe Shoes,Тапки с пальцами,full_page,apocalypse|munchkin-apocalypse
tofu-tonfa,Tofu Tonfa,,set_listing_only,monky-business
tokemon,Tokemon,,set_listing_only,monky-business
tolkemec,Tolkemec /,,full_page,munchkin-conan
tom-thumb,Tom Thumb,Мальчик-с-пальчик,full_page,munchkin-legends
tomahawk,Tomahawk /,,full_page,the-good-the-bad-and-the-munchkin
tomb-dust,Tomb Dust /,,full_page,munchkin-conan
tommy-gun,Tommy Gun,"""Томми-ган""",full_page,munchkin-cthulhu
tongue-demon,Tongue Demon,Языческий демон,full_page,munchkin
tonsil-twister-of-ten-thousand-virtues,Tonsil Twister of Ten Thousand Virtues,,set_listing_only,monky-business
tool-belt,Tool Belt,Пояс для инструментов,full_page,sheep-impact
tooth-fairy,Tooth Fairy,Зубной фей,full_page,de-ranged
tooth-pick,Tooth Pick,Зуботычина,set_listing_only,munchkin-pathfinder
toothless,Toothless,Беззубый,full_page,cheat-with-both-hands
top-secret-plans,Top Secret Plans,Совершенно секретные планы,full_page,apocalypse|munchkin-apocalypse
topless-dancer,Topless Dancer,Оторва,full_page,munchkin-bites
torc-of-tchotchkes,Torc of Tchotchkes,Ожерелье из цацек,set_listing_only,munchkin-pathfinder
torchbearer-hireling,Torchbearer Hireling,Пылкий наёмничек,full_page,de-ranged
tornado,Tornado /,,full_page,the-good-the-bad-and-the-munchkin
tortoiseshell-cat,Tortoiseshell Cat,Черепаха Котилла,full_page,munchkin-kittens
tough,Tough,Стойкий,full_page,armed-and-dangerous|munchkin-zombies
toughen-yourself-with-bad-fiction,Toughen Yourself With Bad Fiction /,,full_page,pants-macabre
tourist,Tourist /,,full_page,munchkin-impossible
tourist-trap,Tourist Trap,Капкан на туриста,full_page,clerical-errors
toxic-mold,Toxic Mold,Токсичная плесень,full_page,apocalypse|munchkin-apocalypse
track-shoes,Track Shoes,Шпалетки,full_page,munchkin-steampunk
trader,Trader,Купец,full_page,star-munchkin|the-clown-wars
traditional-pirate-hat,Traditional Pirate Hat,"Настоящая, разрази меня гром, пиратсякая шляпа",full_page,munchkin-booty
traffic-sign-armor,Traffic Sign Armor,Дорожнознаковое покрытие,full_page,apocalypse|munchkin-apocalypse
traiiiiinnnnns,Traiiiiinnnnns!,Поездааааа!,full_page,munchkin-zombies
train-robber,Train Robber /,,full_page,the-good-the-bad-and-the-munchkin
trained-attack-flies,Trained Attack Flies,Дрессированные боевые мухи,full_page,armed-and-dangerous
trained-bats,Trained Bats!,Натасканный топырь,full_page,munchkin-steampunk
